experiment,fault,fault_type,mode,mode_name,method,window_index,phase,evaluation_role,time_center_s,time_from_nominal_midpoint_s,anomaly_index
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,629,pos_falha,positive,12.58876152566475,6.129327173604831,170.93602039260975
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,630,pos_falha,positive,12.608759578511801,6.149325226451881,185.55668357619356
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,631,pos_falha,positive,12.6287574847358,6.16932313267588,172.7267651187151
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,632,pos_falha,positive,12.64875553758285,6.189321185522931,177.48269616238903
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,633,pos_falha,positive,12.668753590429901,6.209319238369981,182.01397106883587
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,634,pos_falha,positive,12.6887514966539,6.22931714459398,185.03239031952313
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,635,pos_falha,positive,12.70874954950095,6.249315197441031,183.70316544120126
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,636,pos_falha,positive,12.728747602348001,6.269313250288081,206.67781970181068
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,637,pos_falha,positive,12.748745508572,6.28931115651208,220.39031468663148
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,638,pos_falha,positive,12.76874356141905,6.309309209359131,237.59128398019163
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,639,pos_falha,positive,12.788741614266101,6.329307262206181,232.30039107877795
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,640,pos_falha,positive,12.8087395204901,6.34930516843018,211.25187085397968
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,641,pos_falha,positive,12.82873757333715,6.369303221277231,220.70889641224107
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,642,pos_falha,positive,12.848735626184201,6.389301274124281,215.7853917615653
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,643,pos_falha,positive,12.8687335324082,6.40929918034828,217.25554611755814
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_v2,644,pos_falha,positive,12.88873158525525,6.429297233195331,209.48893741073564
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,0,pre_falha,baseline,0.010008278332615644,-6.449426073727304,0.7001451323640088
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,1,pre_falha,baseline,0.030006184556672352,-6.429428167503247,0.7233099405557608
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,2,pre_falha,baseline,0.0500042374036953,-6.4094301146562245,0.15515174091777034
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,3,pre_falha,baseline,0.07000229025071646,-6.389432061809203,0.13075051163576012
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,4,pre_falha,baseline,0.09000019647477406,-6.369434155585146,0.41372744749521223
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,5,pre_falha,baseline,0.1099982493217955,-6.3494361027381245,0.3373776371530006
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,6,pre_falha,baseline,0.12999630216881802,-6.329438049891102,0.1399506769637696
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,7,pre_falha,baseline,0.149994208392875,-6.309440143667045,0.2143012902103176
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,8,pre_falha,baseline,0.16999211461693198,-6.289442237442988,0.1549451891789327
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,9,pre_falha,baseline,0.1899901674639545,-6.269444184595965,0.3810479694607967
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,10,pre_falha,baseline,0.209988220310976,-6.249446131748944,0.2765280279986084
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,11,pre_falha,baseline,0.229986126535033,-6.229448225524886,0.10930765663100836
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,12,pre_falha,baseline,0.24998417938205447,-6.209450172677865,0.6269741189946731
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,13,pre_falha,baseline,0.26998223222907747,-6.189452119830842,1.3220612387542316
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,14,pre_falha,baseline,0.289980138453133,-6.1694542136067865,1.0076919991529878
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,15,pre_falha,baseline,0.30997819130015647,-6.1494561607597635,0.3951020776949526
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,16,pre_falha,baseline,0.32997624414717797,-6.1294581079127415,0.3055184576411377
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,17,pre_falha,baseline,0.349974150371235,-6.109460201688685,0.4140738000541655
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,18,pre_falha,baseline,0.36997220321825697,-6.089462148841663,0.4765830991843058
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,19,pre_falha,baseline,0.38997010944231403,-6.069464242617606,0.29960515688473116
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,20,pre_falha,baseline,0.40996816228933697,-6.049466189770583,0.35416406739474127
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,21,pre_falha,baseline,0.42996606851339303,-6.029468283546526,0.2662237297289389
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,22,pre_falha,baseline,0.4499641213604155,-6.009470230699504,0.19699664067461073
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,23,pre_falha,baseline,0.469962174207437,-5.989472177852483,0.12897889140546823
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,24,pre_falha,baseline,0.48996008043149397,-5.9694742716284255,0.4002740662416406
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,25,pre_falha,baseline,0.5099581332785155,-5.949476218781404,0.13934889300154898
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,26,pre_falha,baseline,0.529956186125538,-5.929478165934382,0.6004276827376235
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,27,pre_falha,baseline,0.5499540923495949,-5.909480259710325,0.39155902426722905
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,28,pre_falha,baseline,0.569952145196617,-5.889482206863303,0.22797464632765782
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,29,pre_falha,baseline,0.589950051420675,-5.869484300639245,0.05744803996491362
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,30,pre_falha,baseline,0.609948104267696,-5.849486247792224,0.31171496181903324
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,31,pre_falha,baseline,0.629946010491754,-5.829488341568165,0.407407938316548
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,32,pre_falha,baseline,0.6499440633387745,-5.809490288721145,0.10866902174326842
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,33,pre_falha,baseline,0.6699421161857979,-5.789492235874122,0.1425625418645851
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,34,pre_falha,baseline,0.6899400224098545,-5.769494329650065,0.26496594219830505
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,35,pre_falha,baseline,0.7099380752568765,-5.749496276803043,0.11105926793499962
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,36,pre_falha,baseline,0.7299361281038985,-5.729498223956021,0.12989915380911646
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,37,pre_falha,baseline,0.749934034327955,-5.7095003177319645,0.10716825540291262
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,38,pre_falha,baseline,0.769932087174978,-5.689502264884942,0.16328063658146744
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,39,pre_falha,baseline,0.789929993399034,-5.669504358660886,0.2746041390110791
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,40,pre_falha,baseline,0.809928046246057,-5.649506305813863,0.23568848761769848
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,41,pre_falha,baseline,0.829925952470113,-5.629508399589807,0.5697983282878086
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,42,pre_falha,baseline,0.8499240053171355,-5.609510346742784,0.5711977972833813
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,43,pre_falha,baseline,0.869922058164158,-5.589512293895762,0.19146558799879146
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,44,pre_falha,baseline,0.8899199643882145,-5.569514387671705,0.2715867656297292
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,45,pre_falha,baseline,0.9099180172352365,-5.549516334824683,0.9580929556037925
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,46,pre_falha,baseline,0.9299160700822591,-5.52951828197766,0.7590073888764797
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,47,pre_falha,baseline,0.9499139763063145,-5.509520375753605,0.5993506843201253
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,48,pre_falha,baseline,0.9699120291533385,-5.4895223229065815,0.6110370913143593
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,49,pre_falha,baseline,0.9899099353773945,-5.469524416682526,0.2304579683369858
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,50,pre_falha,baseline,1.009907988224417,-5.449526363835503,0.1369263210818462
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,51,pre_falha,baseline,1.0299058944484751,-5.429528457611445,0.15310671749227062
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,52,pre_falha,baseline,1.0499039472954999,-5.4095304047644195,0.3412488357449908
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,53,pre_falha,baseline,1.069902000142515,-5.3895323519174045,0.8283702773762827
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,54,pre_falha,baseline,1.089899906366575,-5.369534445693345,0.4544156794446793
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,55,pre_falha,baseline,1.1098979592136,-5.3495363928463195,0.4229375205600739
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,56,pre_falha,baseline,1.129896012060615,-5.329538339999305,0.3192674042107116
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,57,pre_falha,baseline,1.149893918284675,-5.309540433775245,0.31051207347397697
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,58,pre_falha,baseline,1.1698919711317,-5.28954238092822,0.1583083059402158
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,59,pre_falha,baseline,1.1898898773557551,-5.269544474704165,0.23937680856446544
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,60,pre_falha,baseline,1.209887930202775,-5.249546421857145,0.14719287054303695
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,61,pre_falha,baseline,1.229885836426835,-5.229548515633085,0.157029162565732
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,62,pre_falha,baseline,1.249883889273855,-5.209550462786065,0.3949353782479894
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,63,pre_falha,baseline,1.269881942120875,-5.189552409939045,0.33556048892746393
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,64,pre_falha,baseline,1.289879848344935,-5.169554503714985,0.17796840052967572
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,65,pre_falha,baseline,1.30987790119196,-5.14955645086796,0.3789927110131796
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,66,pre_falha,baseline,1.32987595403898,-5.12955839802094,0.8731183654703936
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,67,pre_falha,baseline,1.3498738602630351,-5.109560491796884,1.4498323476923054
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,68,pre_falha,baseline,1.3698719131100598,-5.08956243894986,0.37462179178849603
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,69,pre_falha,baseline,1.38986981933411,-5.06956453272581,0.32532136379580456
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,70,pre_falha,baseline,1.409867872181135,-5.049566479878784,0.447379156107569
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,71,pre_falha,baseline,1.429865778405195,-5.029568573654725,0.4376781970175861
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,72,pre_falha,baseline,1.449863831252215,-5.009570520807705,0.2488669366282618
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,73,pre_falha,baseline,1.469861884099235,-4.989572467960684,0.21434275713917617
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,74,pre_falha,baseline,1.4898597903232949,-4.969574561736625,0.18593006771311696
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,75,pre_falha,baseline,1.50985784317032,-4.949576508889599,0.12160485347987697
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,76,pre_falha,baseline,1.52985589601734,-4.92957845604258,0.2272628669159569
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,77,pre_falha,baseline,1.549853802241395,-4.909580549818525,0.5298673449093626
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,78,pre_falha,baseline,1.56985185508842,-4.889582496971499,0.16194716436592285
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,79,pre_falha,baseline,1.589849761312475,-4.869584590747445,0.8139789476589965
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,80,pre_falha,baseline,1.6098478141594952,-4.849586537900425,0.7350468616756622
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,81,pre_falha,baseline,1.629845720383555,-4.829588631676365,0.06764011601536767
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,82,pre_falha,baseline,1.64984377323058,-4.80959057882934,0.08873652680722208
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,83,pre_falha,baseline,1.6698418260776,-4.78959252598232,0.06870289359470985
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,84,pre_falha,baseline,1.689839732301655,-4.769594619758265,0.3053678140458206
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,85,pre_falha,baseline,1.7098377851486801,-4.74959656691124,0.3270301598713537
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,86,pre_falha,baseline,1.7298358379957,-4.72959851406422,0.3602410656862118
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,87,pre_falha,baseline,1.749833744219755,-4.709600607840165,0.39480854576043756
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,88,pre_falha,baseline,1.76983179706678,-4.68960255499314,0.1581048880609138
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,89,pre_falha,baseline,1.78982970329084,-4.66960464876908,0.1134787402094334
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,90,pre_falha,baseline,1.8098277561378548,-4.649606595922065,0.08599703292328044
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,91,pre_falha,baseline,1.8298256623619151,-4.629608689698005,0.39891226829483023
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,92,pre_falha,baseline,1.8498237152089398,-4.60961063685098,0.2071305292935953
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,93,pre_falha,baseline,1.869821768055955,-4.589612584003965,0.22452718150914697
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,94,pre_falha,baseline,1.889819674280015,-4.569614677779905,0.17489790872640434
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,95,pre_falha,baseline,1.90981772712704,-4.54961662493288,0.09539602004518533
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,96,pre_falha,baseline,1.9298157799740552,-4.529618572085864,0.1822236607720045
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,97,pre_falha,baseline,1.949813686198115,-4.509620665861805,0.27899642357435744
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,98,pre_falha,baseline,1.96981173904514,-4.48962261301478,0.5478165258064416
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,99,pre_falha,baseline,1.9898096452692,-4.46962470679072,0.8632912051837431
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,100,pre_falha,baseline,2.009807698116215,-4.449626653943705,0.5903084957298003
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,101,pre_falha,baseline,2.0298056043402752,-4.4296287477196445,0.32454869444557133
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,102,pre_falha,baseline,2.0498036571873,-4.40963069487262,0.5005058477985629
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,103,pre_falha,baseline,2.069801710034315,-4.389632642025605,0.11041219949570011
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,104,pre_falha,baseline,2.089799616258375,-4.369634735801545,0.12502504623754648
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,105,pre_falha,baseline,2.1097976691054,-4.34963668295452,0.2122802786928712
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,106,pre_falha,baseline,2.129795721952425,-4.329638630107494,0.5352978849067479
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,107,pre_falha,baseline,2.149793628176475,-4.309640723883445,0.43775230206347704
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,108,pre_falha,baseline,2.1697916810235,-4.28964267103642,0.5609662647789494
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,109,pre_falha,baseline,2.189789587247555,-4.269644764812365,0.3905890070536817
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,110,pre_falha,baseline,2.209787640094575,-4.249646711965345,0.42548083535062764
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,111,pre_falha,baseline,2.2297855463186353,-4.229648805741284,0.3008929036124919
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,112,pre_falha,baseline,2.2497835991656547,-4.209650752894265,0.2670807519692878
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,113,pre_falha,baseline,2.26978165201268,-4.18965270004724,0.20550134159844127
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,114,pre_falha,baseline,2.2897795582367353,-4.1696547938231845,0.488572252273268
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,115,pre_falha,baseline,2.30977761108376,-4.14965674097616,0.22035318773600157
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,116,pre_falha,baseline,2.32977566393078,-4.12965868812914,0.25054367055382487
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,117,pre_falha,baseline,2.34978295402461,-4.10965139803531,0.4198049262299047
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,118,pre_falha,baseline,2.36979024411844,-4.08964410794148,0.2933799037357011
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,119,pre_falha,baseline,2.38978829696546,-4.069646055094459,0.8243490944424186
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,120,pre_falha,baseline,2.409786349812485,-4.049648002247435,0.9561541010357926
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,121,pre_falha,baseline,2.429784256036545,-4.029650096023374,0.6067600827413502
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,122,pre_falha,baseline,2.44978230888356,-4.009652043176359,0.3239253242109304
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,123,pre_falha,baseline,2.469780361730585,-3.9896539903293347,0.20633546914841594
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,124,pre_falha,baseline,2.48977841457761,-3.96965593748231,0.21046950117113197
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,125,pre_falha,baseline,2.5097763208016604,-3.9496580312582594,0.2203716590684301
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,126,pre_falha,baseline,2.529774373648685,-3.9296599784112347,0.2607159145746327
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,127,pre_falha,baseline,2.54977242649571,-3.90966192556421,0.10877086400834199
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,128,pre_falha,baseline,2.56977047934273,-3.8896638727171897,0.13096592356979114
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,129,pre_falha,baseline,2.589768385566785,-3.8696659664931348,0.35129517124185805
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,130,pre_falha,baseline,2.6097664384138097,-3.84966791364611,0.11233459921615718
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,131,pre_falha,baseline,2.62976449126083,-3.8296698607990898,0.1905195175746948
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,132,pre_falha,baseline,2.6497625441078503,-3.8096718079520695,0.37335122084566275
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,133,pre_falha,baseline,2.6697604503319097,-3.78967390172801,0.5472659816176099
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,134,pre_falha,baseline,2.6897585031789353,-3.7696758488809845,0.25203308547461534
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,135,pre_falha,baseline,2.7097565560259547,-3.749677796033965,0.0511212958133054
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,136,pre_falha,baseline,2.729754608872975,-3.729679743186945,0.31315956506195064
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,137,pre_falha,baseline,2.749752515097035,-3.7096818369628846,0.06168671928743361
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,138,pre_falha,baseline,2.76975056794406,-3.68968378411586,0.06745366944421809
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,139,pre_falha,baseline,2.789748620791075,-3.669685731268845,0.3076631943529421
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,140,pre_falha,baseline,2.809746527015135,-3.6496878250447846,0.3048618092369192
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,141,pre_falha,baseline,2.82974457986216,-3.62968977219776,0.09337472399530775
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,142,pre_falha,baseline,2.849742632709175,-3.609691719350745,0.25346652138276826
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,143,pre_falha,baseline,2.8697406855562,-3.58969366650372,0.4583744213183578
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,144,pre_falha,baseline,2.889738738403225,-3.5696956136566946,0.18144175337616905
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,145,pre_falha,baseline,2.909736644627285,-3.549697707432635,0.1980263887893241
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,146,pre_falha,baseline,2.9297346974743004,-3.5296996545856194,0.11649109025462054
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,147,pre_falha,baseline,2.949732750321325,-3.5097016017385947,0.11829195612139771
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,148,pre_falha,baseline,2.969730656545385,-3.489703695514535,0.15935645710076832
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,149,pre_falha,baseline,2.9897287093924003,-3.4697056426675195,0.146200252774853
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,150,pre_falha,baseline,3.009726762239425,-3.4497075898204947,0.2570931299689791
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,151,pre_falha,baseline,3.0297248150864498,-3.42970953697347,0.2274666039051865
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,152,pre_falha,baseline,3.04972286793347,-3.4097114841264498,0.5298881046317948
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,153,pre_falha,baseline,3.069720774157525,-3.389713577902395,0.8110116830703523
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,154,pre_falha,baseline,3.0897188270045497,-3.36971552505537,0.48818343862467717
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,155,pre_falha,baseline,3.10971687985157,-3.34971747220835,0.3103155250100773
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,156,pre_falha,baseline,3.1297147860756303,-3.3297195659842895,0.5224045692383138
F1L,1,Falha total em um IGBT,L,IPPT (potencia limitada),autoencoder_ensemble,157,pre_falha,baseline,3.1497128389226496,-3.30972151313727,0.13286690492219078
