method,role,experiment,window_index,time_center_s,score
autoencoder_v2,teste,F0M,601,12.02878598824025,0.3172150740856223
autoencoder_v2,teste,F0M,602,12.048784041087249,0.2077258698415081
autoencoder_v2,teste,F0M,603,12.0687820939343,0.13801559318885415
autoencoder_v2,teste,F0M,604,12.08878000015835,0.2885207088412933
autoencoder_v2,teste,F0M,605,12.1087779063824,0.11546952036678867
autoencoder_v2,teste,F0M,606,12.12877595922945,0.10897667385786716
autoencoder_v2,teste,F0M,607,12.14877401207645,0.10801457498778055
autoencoder_v2,teste,F0M,608,12.1687719183005,0.12837589596945215
autoencoder_v2,teste,F0M,609,12.18876997114755,0.13941506367683934
autoencoder_v2,teste,F0M,610,12.208768023994601,0.0917121106533884
autoencoder_v2,teste,F0M,611,12.2287659302186,0.2633942254514495
autoencoder_v2,teste,F0M,612,12.24876398306565,0.19210566490616723
autoencoder_v2,teste,F0M,613,12.268762035912701,0.17982392319258905
autoencoder_v2,teste,F0M,614,12.2887599421367,0.07851059629968006
autoencoder_v2,teste,F0M,615,12.30875799498375,0.12881055548214082
autoencoder_v2,teste,F0M,616,12.3287559012078,0.15702835627876832
autoencoder_v2,teste,F0M,617,12.3487539540548,0.07945829285647403
autoencoder_v2,teste,F0M,618,12.36875200690185,0.26312914851217806
autoencoder_v2,teste,F0M,619,12.3887500597489,0.5017396079797374
autoencoder_v2,teste,F0M,620,12.4087479659729,0.19891850652655452
autoencoder_v2,teste,F0M,621,12.42874601881995,0.19129357610471603
autoencoder_v2,teste,F0M,622,12.448744071667,0.24122599569566464
autoencoder_v2,teste,F0M,623,12.468741977891,0.21056041565540118
autoencoder_v2,teste,F0M,624,12.4887398841151,0.16281601006640273
autoencoder_v2,teste,F0M,625,12.508737936962099,0.160487136545875
autoencoder_v2,teste,F0M,626,12.5287359898091,0.22604837645031234
autoencoder_v2,teste,F0M,627,12.5487338960332,0.1844821165875755
autoencoder_v2,teste,F0M,628,12.568731948880199,0.16127255427658424
autoencoder_v2,teste,F0M,629,12.5887300017272,0.09190488530817248
autoencoder_v2,teste,F0M,630,12.6087279079513,0.10593138608143839
autoencoder_v2,teste,F0M,631,12.628725960798299,0.09603170726755991
autoencoder_v2,teste,F0M,632,12.6487240136453,0.13028777064881958
autoencoder_v2,teste,F0M,633,12.6687219198694,0.09121577239382242
autoencoder_v2,teste,F0M,634,12.688719972716399,0.060913432077833014
autoencoder_v2,teste,F0M,635,12.7087180255634,0.05691754575360972
autoencoder_v2,teste,F0M,636,12.7287159317875,0.06992845952048554
autoencoder_v2,teste,F0M,637,12.748713984634499,0.07737243859673887
autoencoder_v2,teste,F0M,638,12.7687120374815,0.06591459883696352
autoencoder_v2,teste,F0M,639,12.788709943705602,0.11471915324067927
autoencoder_v2,teste,F0M,640,12.808707996552599,0.1100931299460636
autoencoder_v2,teste,F0M,641,12.828705902776651,0.10772591029471473
autoencoder_v2,teste,F0M,642,12.848703955623701,0.11396601006948152
autoencoder_v2,teste,F0M,643,12.8687018618477,0.11246967633607294
autoencoder_v2,teste,F0M,644,12.888699914694751,0.08261805768076719
autoencoder_v2,teste,F0M,645,12.908697967541801,0.09826046882286264
autoencoder_v2,teste,F0M,646,12.9286958737658,0.2642439598221738
autoencoder_v2,teste,F0M,647,12.948693926612851,0.13547265327294247
autoencoder_v2,teste,F0M,648,12.968691979459901,0.05836377114405168
autoencoder_v2,teste,F0M,649,12.9886898856839,0.1236952852818591
autoencoder_v2,teste,F0M,650,13.00868793853095,0.338708835428563
autoencoder_v2,teste,F0M,651,13.028685991378001,0.19098761921397783
autoencoder_v2,teste,F0M,652,13.048683897602,0.15869091637461122
autoencoder_v2,teste,F0M,653,13.06868195044905,0.2718342660398918
autoencoder_v2,teste,F0M,654,13.088680003296101,0.19140906455861056
autoencoder_v2,teste,F0M,655,13.1086779095201,0.16103957655736795
autoencoder_v2,teste,F0M,656,13.12867596236715,0.10965075657208828
autoencoder_v2,teste,F0M,657,13.14867386859125,0.2239811826168323
autoencoder_v2,teste,F0M,658,13.1686719214382,0.1675439518663951
autoencoder_v2,teste,F0M,659,13.188669827662299,0.12250132570618139
autoencoder_v2,teste,F0M,660,13.20866788050935,0.15572386423616294
autoencoder_v2,teste,F0M,661,13.22866593335635,0.1310506297029704
autoencoder_v2,teste,F0M,662,13.248663839580399,0.17887541796565143
autoencoder_v2,teste,F0M,663,13.268661892427449,0.26422086989611115
autoencoder_v2,teste,F0M,664,13.28865994527445,0.21035118209301534
autoencoder_v2,teste,F0M,665,13.308657851498499,0.1803340323337848
autoencoder_v2,teste,F0M,666,13.328655904345549,0.10839182552850873
autoencoder_v2,teste,F0M,667,13.34865395719255,0.15071739257566807
autoencoder_v2,teste,F0M,668,13.368651863416599,0.10253391679570364
autoencoder_v2,teste,F0M,669,13.388649916263649,0.2309671123935954
autoencoder_v2,teste,F0M,670,13.40864796911065,0.2022629229607885
autoencoder_v2,teste,F0M,671,13.428645875334698,0.10222869668042872
autoencoder_v2,teste,F0M,672,13.448643928181749,0.258408697629096
autoencoder_v2,teste,F0M,673,13.46864183440575,0.2660935239875065
autoencoder_v2,teste,F0M,674,13.4886398872528,0.4861192532490408
autoencoder_v2,teste,F0M,675,13.508637940099849,0.19856846398915223
autoencoder_v2,teste,F0M,676,13.52863599294685,0.2834299124682556
autoencoder_v2,teste,F0M,677,13.5486338991709,0.15046219988042273
autoencoder_v2,teste,F0M,678,13.568631805395,0.16963036147169305
autoencoder_v2,teste,F0M,679,13.588629858241951,0.23069709895215018
autoencoder_v2,teste,F0M,680,13.608627911089,0.16299728923944812
autoencoder_v2,teste,F0M,681,13.6286258173131,0.13113492313322622
autoencoder_v2,teste,F0M,682,13.648623870160051,0.11620557136043769
autoencoder_v2,teste,F0M,683,13.6686219230071,0.12339598242818892
autoencoder_v2,teste,F0M,684,13.6886198292312,0.0464613164948771
autoencoder_v2,teste,F0M,685,13.708617882078151,0.10640139281696905
autoencoder_v2,teste,F0M,686,13.7286159349252,0.15339545257484521
autoencoder_v2,teste,F0M,687,13.7486138411493,0.07268651574354638
autoencoder_v2,teste,F0M,688,13.768611893996251,0.07957225612664218
autoencoder_v2,teste,F0M,689,13.7886099468433,0.10020279050825392
autoencoder_v2,teste,F0M,690,13.8086078530674,0.13060615252074687
autoencoder_v2,teste,F0M,691,13.8286057592914,0.0907945358224083
autoencoder_v2,teste,F0M,692,13.8486039587614,0.19820557770254657
autoencoder_v2,teste,F0M,693,13.8686018649855,0.12624663688625165
autoencoder_v2,teste,F0M,694,13.888599917832451,0.09624872018931879
autoencoder_v2,teste,F0M,695,13.90859782405655,0.11910096746114616
autoencoder_v2,teste,F0M,696,13.9285958769036,0.13447207052746843
autoencoder_v2,teste,F0M,697,13.948593783127599,0.18288327616380667
autoencoder_v2,teste,F0M,698,13.96859183597465,0.12779529774608972
autoencoder_v2,teste,F0M,699,13.9885898888217,0.15477672275833926
autoencoder_v2,teste,F0M,700,14.008587795045699,0.17715222811191078
autoencoder_v2,teste,F0M,701,14.02858584789275,0.1419442040025276
autoencoder_v2,teste,F0M,702,14.0485839007398,0.10349625189583356
autoencoder_v2,teste,F0M,703,14.068581806963799,0.17859820708983348
autoencoder_v2,teste,F0M,704,14.08857985981085,0.2562852436448084
pca,treino,F0L,0,0.00997727930531232,0.20127572355433276
pca,treino,F0L,1,0.02997533215233615,0.06131025992484284
pca,treino,F0L,2,0.0499733849993582,0.07161963275727988
pca,treino,F0L,3,0.06997129122341406,0.0494194538760231
pca,treino,F0L,4,0.08996934407043611,0.06901958452448388
pca,treino,F0L,5,0.109967396917458,0.05624631100877055
pca,treino,F0L,6,0.1299653031415155,0.029305107974752713
pca,treino,F0L,7,0.149963355988536,0.030518643392291406
pca,treino,F0L,8,0.1699614088355595,0.148041495800949
pca,treino,F0L,9,0.1899593150596155,0.045959011983806974
pca,treino,F0L,10,0.20995736790664,0.13588536664547496
pca,treino,F0L,11,0.2299554207536615,0.13726957438566897
pca,treino,F0L,12,0.2499533269777175,0.013525459339336398
pca,treino,F0L,13,0.2699513798247395,0.022188569004380536
pca,treino,F0L,14,0.2899494326717615,0.013254846687743852
pca,treino,F0L,15,0.3099473388958195,0.01462076968703514
pca,treino,F0L,16,0.329945391742839,0.02653785798088997
pca,treino,F0L,17,0.3499434445898635,0.020829772818791552
pca,treino,F0L,18,0.369941350813919,0.05214167861915377
pca,treino,F0L,19,0.38993940366094304,0.027377437392683612
pca,treino,F0L,20,0.4099374565079635,0.014302606370945336
pca,treino,F0L,21,0.429935362732021,0.01687137454194903
pca,treino,F0L,22,0.449933415579043,0.029441412042605437
pca,treino,F0L,23,0.46993146842606504,0.04636786904988713
pca,treino,F0L,24,0.4899293746501225,0.06106757785328562
pca,treino,F0L,25,0.509927427497143,0.05636884851076406
pca,treino,F0L,26,0.5299254803441665,0.07905875571797025
pca,treino,F0L,27,0.5499233865682225,0.08048683275232846
pca,treino,F0L,28,0.5699214394152461,0.04751167775533223
pca,treino,F0L,29,0.5899194922622665,0.09946628940203184
pca,treino,F0L,30,0.609917398486324,0.13402994769301346
pca,treino,F0L,31,0.629915451333346,0.13547834897037792
pca,treino,F0L,32,0.6499135041803681,0.13801415776330742
pca,treino,F0L,33,0.6699114104044259,0.0732233454669519
pca,treino,F0L,34,0.689909463251446,0.05662233471522085
pca,treino,F0L,35,0.70990751609847,0.023029527661091957
pca,treino,F0L,36,0.7299054223225255,0.059945581283585465
pca,treino,F0L,37,0.7499034751695499,0.04637864769737578
pca,treino,F0L,38,0.76990152801657,0.027178062591123937
pca,treino,F0L,39,0.7898994342406275,0.03735322101549923
pca,treino,F0L,40,0.8098974870876501,0.04042953801234642
pca,treino,F0L,41,0.8298955399346719,0.027501771534014636
pca,treino,F0L,42,0.8498934461587295,0.019576127726425592
pca,treino,F0L,43,0.86989149900575,0.018689858679400668
pca,treino,F0L,44,0.8898895518527735,0.01611713720113695
pca,treino,F0L,45,0.9098874580768295,0.00869781958164712
pca,treino,F0L,46,0.9298855109238531,0.01360129052970631
pca,treino,F0L,47,0.9498835637708735,0.010550747020849597
pca,treino,F0L,48,0.969881469994931,0.01974571969957935
pca,treino,F0L,49,0.989879522841953,0.04492278615126818
pca,treino,F0L,50,1.0098775756889775,0.5575074521687569
pca,treino,F0L,51,1.02987548191303,0.10061563263294943
pca,treino,F0L,52,1.0498735347600552,0.1571386350650847
pca,treino,F0L,53,1.06987158760708,0.19831741267192016
pca,treino,F0L,54,1.08986949383113,0.06023918828541114
pca,treino,F0L,55,1.1098675466781551,0.026540225127492687
pca,treino,F0L,56,1.1298655995251798,0.15046981406563695
pca,treino,F0L,57,1.14986350574923,0.03423745978411838
pca,treino,F0L,58,1.169861558596255,0.03501114534198931
pca,treino,F0L,59,1.18985961144328,0.02827573865201196
pca,treino,F0L,60,1.2098575176673299,0.020106192065382847
pca,treino,F0L,61,1.229855570514355,0.08652964097861932
pca,treino,F0L,62,1.24985362336138,0.060016967566094016
pca,treino,F0L,63,1.2698515295854351,0.13126846047255056
pca,treino,F0L,64,1.28984958243246,0.2784350333972355
pca,treino,F0L,65,1.3098476352794801,0.012493306954457037
pca,treino,F0L,66,1.32984554150354,0.01872452766149471
pca,treino,F0L,67,1.34984359435056,0.007849982273998444
pca,treino,F0L,68,1.36984164719758,0.030614409067213764
pca,treino,F0L,69,1.38983955342164,0.021525587720637597
pca,treino,F0L,70,1.40983760626866,0.030775776572858113
pca,treino,F0L,71,1.42983565911568,0.03572118125783791
pca,treino,F0L,72,1.44983356533974,0.014841742132571186
pca,treino,F0L,73,1.469831618186765,0.016430801667731334
pca,treino,F0L,74,1.4898296710337848,0.01925784475676076
pca,treino,F0L,75,1.50982757725784,0.021093835647475304
pca,treino,F0L,76,1.529825630104865,0.036814629000237256
pca,treino,F0L,77,1.54982368295189,0.04173788242144272
pca,treino,F0L,78,1.56982158917594,0.053500469158229966
pca,treino,F0L,79,1.5898196420229649,0.04547814492350864
pca,treino,F0L,80,1.6098176948699852,0.10047654906481628
pca,treino,F0L,81,1.6298156010940401,0.06506288444730207
pca,treino,F0L,82,1.6498136539410648,0.22416989158864875
pca,treino,F0L,83,1.669811560165125,0.36436880304149977
pca,treino,F0L,84,1.68980961301214,0.11698330430431837
pca,treino,F0L,85,1.709807665859165,0.10190499163446354
pca,treino,F0L,86,1.729805572083225,0.08169378977045624
pca,treino,F0L,87,1.74980362493024,0.07476777155028863
pca,treino,F0L,88,1.7698016777772652,0.05290044063073883
pca,treino,F0L,89,1.789799584001325,0.05197471577206163
pca,treino,F0L,90,1.8097976368483448,0.11740625486916008
pca,treino,F0L,91,1.829795689695365,0.01706171122025092
pca,treino,F0L,92,1.849793595919425,0.040726254560734615
pca,treino,F0L,93,1.86979164876645,0.018256892441235868
pca,treino,F0L,94,1.88978970161347,0.02487822548358308
pca,treino,F0L,95,1.9097876078375249,0.03197579172476262
pca,treino,F0L,96,1.92978566068455,0.027046772583538478
pca,treino,F0L,97,1.9497837135315699,0.02731393497532173
pca,treino,F0L,98,1.9697816197556248,0.019886045304986742
pca,treino,F0L,99,1.98977967260265,0.012531600168028486
pca,treino,F0L,100,2.00977772544967,0.02488509519009672
pca,treino,F0L,101,2.0297756316737248,0.018540425852040923
pca,treino,F0L,102,2.0497736845207504,0.013164566551676554
pca,treino,F0L,103,2.0697717373677698,0.12003209170957067
pca,treino,F0L,104,2.0897696435918354,0.13281270499446537
pca,treino,F0L,105,2.1097676964388503,0.11635537718173297
pca,treino,F0L,106,2.129765749285875,0.18099813328927208
pca,treino,F0L,107,2.1497636555099353,0.10916977316020163
pca,treino,F0L,108,2.1697617083569503,0.030096553173567363
pca,treino,F0L,109,2.189759761203975,0.026872134374017236
pca,treino,F0L,110,2.2097576674280353,0.07625259068652823
pca,treino,F0L,111,2.22975572027505,0.047992138873197206
pca,treino,F0L,112,2.249753773122075,0.03230431668300039
pca,treino,F0L,113,2.269751679346135,0.04478442736571222
pca,treino,F0L,114,2.28974973219315,0.034301056990492865
pca,treino,F0L,115,2.309747785040175,0.09541730168300848
pca,treino,F0L,116,2.329745691264235,0.05296260747514464
pca,treino,F0L,117,2.34974374411125,0.09786971921200607
pca,treino,F0L,118,2.369741796958275,0.007979204263646986
pca,treino,F0L,119,2.389739703182335,0.008008432913477784
pca,treino,F0L,120,2.4097377560293554,0.013942851328525446
pca,treino,F0L,121,2.4297358088763747,0.014457096282459243
pca,treino,F0L,122,2.44973371510044,0.019566351514616658
pca,treino,F0L,123,2.4697317679474553,0.02327613010710271
pca,treino,F0L,124,2.4897298207944853,0.017880937208371424
pca,treino,F0L,125,2.50972772701854,0.03085033244935789
pca,treino,F0L,126,2.5297257798655597,0.016822011495438147
pca,treino,F0L,127,2.5497238327125853,0.02918836077372574
pca,treino,F0L,128,2.5697217389366402,0.013546705650126369
pca,treino,F0L,129,2.5897197917836596,0.046459757883194425
pca,treino,F0L,130,2.6097178446306852,0.06591198211097565
pca,treino,F0L,131,2.62971575085474,0.037166085588585245
pca,treino,F0L,132,2.64971380370176,0.03152713949535748
pca,treino,F0L,133,2.669711856548785,0.06500725849993641
pca,treino,F0L,134,2.68970976277284,0.07520240107752174
pca,treino,F0L,135,2.70970781561986,0.06333861237178837
pca,treino,F0L,136,2.729705868466885,0.17044718303257494
pca,treino,F0L,137,2.74970377469094,0.12790229990677232
pca,treino,F0L,138,2.7697018275379603,0.11411112729915847
pca,treino,F0L,139,2.789699880384985,0.08670877873071085
pca,treino,F0L,140,2.8096977866090453,0.05835120092720661
pca,treino,F0L,141,2.8296958394560647,0.037878206676633636
pca,treino,F0L,142,2.84969389230309,0.019951128421658488
pca,treino,F0L,143,2.8696917985271453,0.0808570146556031
pca,treino,F0L,144,2.88968985137417,0.06157546603165398
pca,treino,F0L,145,2.90968790422119,0.0834590358304455
pca,treino,F0L,146,2.9296858104452452,0.033491423800408676
pca,treino,F0L,147,2.94968386329227,0.0394861283936207
pca,treino,F0L,148,2.9696819161392902,0.020390304810652068
pca,treino,F0L,149,2.989679822363345,0.029332860765969443
pca,treino,F0L,150,3.00967787521037,0.010955949244346322
pca,treino,F0L,151,3.02967592805739,0.022433741904460337
pca,treino,F0L,152,3.049673834281445,0.010831768424365444
pca,treino,F0L,153,3.06967188712847,0.015835915602625705
pca,treino,F0L,154,3.08966993997549,0.02874246253976788
pca,treino,F0L,155,3.109667846199545,0.023553728853452874
pca,treino,F0L,156,3.1296658990465698,0.29195164081224745
pca,treino,F0L,157,3.14966395189359,0.22646558347182014
pca,treino,F0L,158,3.1696618581176503,0.09718252765171861
pca,treino,F0L,159,3.1896599109646697,0.12300660626479772
pca,treino,F0L,160,3.2096579638116953,0.15632479253807963
pca,treino,F0L,161,3.2296558700357547,0.04651395581389652
pca,treino,F0L,162,3.249653922882775,0.02474032153247243
pca,treino,F0L,163,3.2696519757297953,0.024603005262064822
pca,treino,F0L,164,3.2896498819538547,0.026751774951174014
pca,treino,F0L,165,3.309647934800875,0.023842247302608283
pca,treino,F0L,166,3.329645987647895,0.02653002091544898
pca,treino,F0L,167,3.349643893871955,0.05502482312826523
pca,treino,F0L,168,3.369641946718975,0.05941074958311429
pca,treino,F0L,169,3.389639999565995,0.06421458767848254
pca,treino,F0L,170,3.409637905790055,0.14434515398710962
pca,treino,F0L,171,3.4296359586370704,0.003964151043328554
pca,treino,F0L,172,3.449634011484095,0.008029596729282365
pca,treino,F0L,173,3.469631917708155,0.020922882279304215
pca,treino,F0L,174,3.4896299705551703,0.014361696999301975
pca,treino,F0L,175,3.509628023402195,0.018945210486020478
pca,treino,F0L,176,3.5296259296262553,0.019650338374320633
pca,treino,F0L,177,3.5496239824732747,0.02697545985379102
pca,treino,F0L,178,3.5696220353203003,0.023087861569492447
pca,treino,F0L,179,3.58961994154436,0.014742723285392991
pca,treino,F0L,180,3.60961799439138,0.012087820223900833
pca,treino,F0L,181,3.6296160472384047,0.01326251096405559
pca,treino,F0L,182,3.64961395346246,0.03939201667570546
pca,treino,F0L,183,3.66961200630948,0.04680207841632081
pca,treino,F0L,184,3.6896100591565046,0.04278193700424453
pca,treino,F0L,185,3.70960796538056,0.043852642653543404
pca,treino,F0L,186,3.72960601822758,0.0818071000109075
pca,treino,F0L,187,3.749604071074605,0.09528394074779405
pca,treino,F0L,188,3.76960197729866,0.07040311708658034
pca,treino,F0L,189,3.78960003014568,0.267601065678221
pca,treino,F0L,190,3.809598082992705,0.20600576882511898
pca,treino,F0L,191,3.82959598921676,0.13075499885749434
pca,treino,F0L,192,3.8495940420637798,0.08115507419849141
pca,treino,F0L,193,3.8695920949108054,0.0799696188536537
pca,treino,F0L,194,3.88959000113486,0.06319090560882293
pca,treino,F0L,195,3.909588053981885,0.06929717139576072
pca,treino,F0L,196,3.9295861068289053,0.08360959055459237
pca,treino,F0L,197,3.9495840130529647,0.010684937830844511
pca,treino,F0L,198,3.9695820658999903,0.06728323222122337
pca,treino,F0L,199,3.98958011874701,0.04768133155260537
pca,treino,F0L,200,4.009578024971065,0.034669281279687235
pca,treino,F0L,201,4.02957607781809,0.018807830011671075
pca,treino,F0L,202,4.0495741306651105,0.013753056471343044
pca,treino,F0L,203,4.069572036889165,0.023683294761254362
pca,treino,F0L,204,4.08957008973619,0.031921572894989626
pca,treino,F0L,205,4.1095681425832105,0.031604393471680634
pca,treino,F0L,206,4.1295660488072645,0.017794720547483184
pca,treino,F0L,207,4.14956410165429,0.02329753508057928
pca,treino,F0L,208,4.16956215450131,0.049350236483850715
pca,treino,F0L,209,4.1895600607253645,0.16854507115750578
pca,treino,F0L,210,4.20955811357239,0.18127264611143148
pca,treino,F0L,211,4.22955616641941,0.0983933054582596
pca,treino,F0L,212,4.249554072643464,0.13366180942774308
pca,treino,F0L,213,4.269552125490495,0.09649297663417285
pca,treino,F0L,214,4.28955017833751,0.04042571798145003
pca,treino,F0L,215,4.309548084561575,0.03099088945867868
pca,treino,F0L,216,4.329546137408601,0.02607142855916921
pca,treino,F0L,217,4.349544190255616,0.03347397326121005
pca,treino,F0L,218,4.369542096479675,0.019674155806140625
pca,treino,F0L,219,4.389540149326701,0.02078612091833406
pca,treino,F0L,220,4.4095382021737155,0.029065766964056855
pca,treino,F0L,221,4.429536108397775,0.03437806944587581
pca,treino,F0L,222,4.449534161244795,0.08937145817772814
pca,treino,F0L,223,4.4695322140918154,0.11196631800968465
pca,treino,F0L,224,4.489530120315875,0.16474017014070289
pca,treino,F0L,225,4.509528173162895,0.010746800131573277
pca,treino,F0L,226,4.529526226009915,0.008183113062079224
pca,treino,F0L,227,4.549524132233975,0.01799673644683034
pca,treino,F0L,228,4.569522185080995,0.01437784241653982
pca,treino,F0L,229,4.589520237928015,0.020767924275558694
pca,treino,F0L,230,4.609518144152075,0.029922996195241292
pca,treino,F0L,231,4.6295161969991,0.03421806708609762
pca,treino,F0L,232,4.649514249846115,0.018775255125717424
pca,treino,F0L,233,4.66951215607018,0.03023098996087377
pca,treino,F0L,234,4.6895102089172,0.017898618664141788
pca,treino,F0L,235,4.709500930615965,0.029137678779183017
pca,treino,F0L,236,4.729491505691755,0.049919584192811325
pca,treino,F0L,237,4.749489411915815,0.055783082832598405
pca,treino,F0L,238,4.76948731813987,0.04181719075952279
pca,treino,F0L,239,4.78948537098689,0.05616063547070671
pca,treino,F0L,240,4.809483423833915,0.07868687834778831
pca,treino,F0L,241,4.82948133005797,0.06385949857139564
pca,treino,F0L,242,4.849479382904995,0.17685170514350257
pca,treino,F0L,243,4.869477435752015,0.2718139552068365
pca,treino,F0L,244,4.889475341976075,0.15985732826355803
pca,treino,F0L,245,4.909473394823095,0.08212601631516696
pca,treino,F0L,246,4.92947144767012,0.07428226491106305
pca,treino,F0L,247,4.949469353894175,0.056908169678303394
pca,treino,F0L,248,4.969467260118235,0.02034049030116535
pca,treino,F0L,249,4.98946531296525,0.05359407447032073
pca,treino,F0L,250,5.009463365812275,0.06883809463676493
pca,treino,F0L,251,5.029461272036335,0.041387136107953394
pca,treino,F0L,252,5.04945932488335,0.02716419162017565
pca,treino,F0L,253,5.069457377730375,0.018755001400910708
pca,treino,F0L,254,5.089455283954435,0.029159726478426577
pca,treino,F0L,255,5.10945333680145,0.0738036781237108
pca,treino,F0L,256,5.129451389648475,0.02363594260944723
pca,treino,F0L,257,5.149449295872535,0.012565137346862959
pca,treino,F0L,258,5.1694473487195545,0.03040760580913264
pca,treino,F0L,259,5.189445254943615,0.02520695179041792
pca,treino,F0L,260,5.2094433077906395,0.03638175295777367
pca,treino,F0L,261,5.229441214014695,0.04369007963210078
pca,treino,F0L,262,5.24943926686172,0.030519608642920294
pca,treino,F0L,263,5.269437319708739,0.8268414953948516
pca,treino,F0L,264,5.289435225932795,0.15290947758289028
pca,treino,F0L,265,5.30943327877982,0.12763999524050887
pca,treino,F0L,266,5.329431331626839,0.19290894333503067
pca,treino,F0L,267,5.349429237850895,0.03213891996788861
pca,treino,F0L,268,5.36942729069792,0.03576207274821648
pca,treino,F0L,269,5.389425343544939,0.024867093595293092
pca,treino,F0L,270,5.409423249768995,0.021512804477101726
pca,treino,F0L,271,5.429421155993049,0.025384906562866384
pca,treino,F0L,272,5.4494192088400695,0.03728953412382931
pca,treino,F0L,273,5.469417261687095,0.05564962411240791
pca,treino,F0L,274,5.4894151679111545,0.05970129597429992
pca,treino,F0L,275,5.509413220758175,0.030691342688971446
pca,treino,F0L,276,5.5294112736052,0.1258750314801382
pca,treino,F0L,277,5.549409179829254,0.31580679282323676
pca,treino,F0L,278,5.56940723267628,0.021184279461981884
pca,treino,F0L,279,5.589405285523305,0.022513818251721017
pca,treino,F0L,280,5.609403191747355,0.012907495845001471
pca,treino,F0L,281,5.62940124459438,0.016040740204297743
pca,treino,F0L,282,5.64939915081844,0.01959100896775059
pca,treino,F0L,283,5.669397203665455,0.031121091535302712
pca,treino,F0L,284,5.6893951098895155,0.018684710238234557
pca,treino,F0L,285,5.70939316273654,0.021756933895378566
pca,treino,F0L,286,5.729391215583555,0.017504106155757558
pca,treino,F0L,287,5.749389121807615,0.01794122880172816
pca,treino,F0L,288,5.76938717465464,0.03640198253006634
pca,treino,F0L,289,5.789385227501655,0.03805729011369756
pca,treino,F0L,290,5.809383133725715,0.04903293982312574
pca,treino,F0L,291,5.82938118657274,0.05896092458179268
pca,treino,F0L,292,5.8493790927968,0.044514376895112395
pca,treino,F0L,293,5.869377145643821,0.0698207778420927
pca,treino,F0L,294,5.889375051867875,0.07846227228017719
pca,treino,F0L,295,5.9093731047149,0.12603920117599476
pca,treino,F0L,296,5.929371157561921,0.2155528028420633
pca,treino,F0L,297,5.949369063785975,0.1189591374413877
pca,treino,F0L,298,5.969367116633,0.09711018912659658
pca,treino,F0L,299,5.9893651694800205,0.06847400743634302
pca,treino,F0L,300,6.009363075704075,0.056387765578978684
pca,treino,F0L,301,6.0293611285511,0.03538999276295947
pca,treino,F0L,302,6.0493591813981205,0.042243934292016616
pca,treino,F0L,303,6.0693570876221745,0.055271319563194074
pca,treino,F0L,304,6.089354993846235,0.024874667629950036
pca,treino,F0L,305,6.109353046693255,0.07041564761384028
pca,treino,F0L,306,6.1293510995402745,0.0234931757296226
pca,treino,F0L,307,6.149349005764339,0.01599463173561147
pca,treino,F0L,308,6.169347058611355,0.06097536804376068
pca,treino,F0L,309,6.189345111458385,0.05037118004551554
pca,treino,F0L,310,6.20934301768244,0.07001191125109435
pca,treino,F0L,311,6.229341070529459,0.03164845782846805
pca,treino,F0L,312,6.249339123376485,0.027609939866654665
pca,treino,F0L,313,6.269337029600541,0.024998796033303274
pca,treino,F0L,314,6.28933508244756,0.040198633580383406
pca,treino,F0L,315,6.3093329886716205,0.06838359121477981
pca,treino,F0L,316,6.329331041518641,0.3284444840765728
pca,treino,F0L,317,6.349328947742695,0.076987215458556
pca,treino,F0L,318,6.3693270005897205,0.14904931032239635
pca,treino,F0L,319,6.389325053436735,0.16954086956745296
pca,treino,F0L,320,6.409322959660795,0.05631505298651607
pca,treino,F0L,321,6.42932101250782,0.00840376584498027
pca,treino,F0L,322,6.449319065354835,0.026043016932491368
pca,treino,F0L,323,6.469316971578905,0.03588102059330926
pca,treino,F0L,324,6.48931502442592,0.02407967699036142
pca,treino,F0L,325,6.50931293064998,0.03541336407470934
pca,treino,F0L,326,6.529310983497005,0.04010959666615515
pca,treino,F0L,327,6.549308889721055,0.060392541596621406
pca,treino,F0L,328,6.56930694256808,0.08862742558620468
pca,treino,F0L,329,6.589304995415105,0.1467720161059976
pca,treino,F0L,330,6.609302901639155,0.14216614470956518
pca,treino,F0L,331,6.62930095448618,0.025953235983740656
pca,treino,F0L,332,6.649299007333205,0.024392257991831482
pca,treino,F0L,333,6.669296913557255,0.027243386830216286
pca,treino,F0L,334,6.68929496640428,0.04118560550263212
pca,treino,F0L,335,6.709293019251305,0.01758334257277404
pca,treino,F0L,336,6.729290925475355,0.03657243966187049
pca,treino,F0L,337,6.749288831699415,0.03521225204534777
pca,treino,F0L,338,6.76928688454644,0.044405873658053326
pca,treino,F0L,339,6.78928493739346,0.01950974703796047
pca,treino,F0L,340,6.80928284361752,0.026704169663075244
pca,treino,F0L,341,6.829280896464541,0.02312989209561703
pca,treino,F0L,342,6.8492789493115644,0.06189760153686471
pca,treino,F0L,343,6.86927685553562,0.06587673924307964
pca,treino,F0L,344,6.889274908382641,0.0630757216991295
pca,treino,F0L,345,6.909272961229665,0.05306861993604425
pca,treino,F0L,346,6.92927086745372,0.0814785160222398
pca,treino,F0L,347,6.949268773677775,0.09123809966504334
pca,treino,F0L,348,6.9692668265248,0.11890421622405407
pca,treino,F0L,349,6.98926487937182,0.09625093954269962
pca,treino,F0L,350,7.009262785595875,0.15983358501704625
pca,treino,F0L,351,7.0292608384429,0.10104335182912749
pca,treino,F0L,352,7.04925889128992,0.08672109361692694
